Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,Epifania Sáhinos Pérez ESP / Areli Ponce GArcía APG,Transcription,Translation,Tokenization,Surface Segmentation,Canonical Segmentation,Surface Glossing,Canonical Glossing,Notes,,,,,
0:00:41,41.24,41240,00:00:41:06,0:00:42,41.671,41671,00:00:41:16,0:00:00,0.431,431,00:00:00:10,,,,kilhwampa:'t,kilh-wám-pa:'-t,kilh.wan-pa:'-t,mouth-V.say-PROG.2SBJ-2SBJ.SG,mouth-V.say-PROG.2SBJ-2SBJ.SG,,,,,,
0:00:42,41.671,41671,00:00:41:16,0:00:42,42.102,42102,00:00:42:02,0:00:00,0.431,431,00:00:00:10,,,,n,n,n,EPEN,EPEN,,,,,,
0:00:42,42.102,42102,00:00:42:02,0:00:43,42.533,42533,00:00:42:13,0:00:00,0.431,431,00:00:00:10,,,,chu:,chu:,chu:,PTCL,PTCL,,,,,,
0:00:43,42.533,42533,00:00:42:13,0:00:43,42.964,42964,00:00:42:24,0:00:00,0.431,431,00:00:00:10,,,,nili:paksa,ni-li:-paks-a,ni-li:-paks-a:'-',NEG-INS-V.heal-IPFV [2SBJ.SG PRES],NEG-INS-V.heal-IPFV-2SBJ.SG [PRES],,,,,,
0:00:43,42.964,42964,00:00:42:24,0:00:43,43.395,43395,00:00:43:09,0:00:00,0.431,431,00:00:00:10,,,,maski,maski,maski,although,although,,,,,,
0:00:43,43.395,43395,00:00:43:09,0:00:46,46.316,46316,00:00:46:07,0:00:03,2.921,2921,00:00:02:23,APG,ka:tu:wa n tu: wanqo:'yi n pi tla:ni n li:tlawaya,algunos comentan que se puede tratar con,,,,,,,,,,,
0:00:43,43.395,43395,00:00:43:09,0:00:44,43.719,43719,00:00:43:17,0:00:00,0.324,324,00:00:00:08,,,,ka:tu:wa,ka:tu:wa,ka:tu:wah,many,many,,,,,,
0:00:44,43.719,43719,00:00:43:17,0:00:44,44.044,44044,00:00:44:01,0:00:00,0.325,325,00:00:00:08,,,,n,n,n,EPEN,EPEN,,,,,,
0:00:44,44.044,44044,00:00:44:01,0:00:44,44.368,44368,00:00:44:09,0:00:00,0.324,324,00:00:00:08,,,,tu:,tu:,tu:,NREL,NREL,,,,,,
0:00:44,44.368,44368,00:00:44:09,0:00:45,44.693,44693,00:00:44:17,0:00:00,0.325,325,00:00:00:08,,,,wanqo:'yi,wan-qo:'-y-i,wan-qo:'-a:',V.say-3PL-IPFV-JNCT,V.say-3PL-IPFV,,,,,,
0:00:45,44.693,44693,00:00:44:17,0:00:45,45.017,45017,00:00:45:00,0:00:00,0.324,324,00:00:00:08,,,,n,n,n,EPEN,EPEN,,,,,,
0:00:45,45.017,45017,00:00:45:00,0:00:45,45.342,45342,00:00:45:08,0:00:00,0.325,325,00:00:00:08,,,,pi,pi,pi,COMP,COMP,,,,,,
0:00:45,45.342,45342,00:00:45:08,0:00:46,45.666,45666,00:00:45:16,0:00:00,0.324,324,00:00:00:08,,,,tla:ni,tla:n-i,tla:n,good-JNCT,good,,,,,,
0:00:46,45.666,45666,00:00:45:16,0:00:46,45.991,45991,00:00:45:24,0:00:00,0.325,325,00:00:00:08,,,,n,n,n,EPEN,EPEN,,,,,,
0:00:46,45.991,45991,00:00:45:24,0:00:46,46.316,46316,00:00:46:07,0:00:00,0.325,325,00:00:00:08,,,,li:tlawaya,li:-tlawa-ya,li:-tlawa-a:'-',INS-V.do-IPFV [2SBJ.SG PRES],INS-V.do-IPFV-2SBJ.SG [PRES],,,,,,
0:00:46,46.316,46316,00:00:46:07,0:00:51,50.922,50922,00:00:50:23,0:00:05,4.606,4606,00:00:04:15,APG,"staqna', mat naxaqatli:ya', n pi kta:'wa'ya:'ni mintachala mat nawaniya', nali:paksa nawaniqo:'yá:'n,","chiles, según también hay que hablarle, hay que decirle, te compartiré de mis tacos,",,,,,,,,,,,
0:00:46,46.316,46316,00:00:46:07,0:00:47,46.734,46734,00:00:46:18,0:00:00,0.418,418,00:00:00:10,,,,staqna',staqna,staqna',chili,chili,,,,,,
0:00:47,46.734,46734,00:00:46:18,0:00:47,47.153,47153,00:00:47:03,0:00:00,0.419,419,00:00:00:10,,,,mat,mat,mat,QUOT,QUOT,,,,,,
0:00:47,47.153,47153,00:00:47:03,0:00:48,47.572,47572,00:00:47:14,0:00:00,0.419,419,00:00:00:10,,,,naxaqatli:ya',na-xaqatli:-ya-',na-xaqatli:-a:'-',FUT-V.speak-IPFV-2SBJ.SG,FUT-V.speak-IPFV-2SBJ.SG,,,,,,
0:00:48,47.572,47572,00:00:47:14,0:00:48,47.99,47990,00:00:47:24,0:00:00,0.418,418,00:00:00:10,,,,n,n,n,EPEN,EPEN,,,,,,
0:00:48,47.99,47990,00:00:47:24,0:00:48,48.409,48409,00:00:48:10,0:00:00,0.419,419,00:00:00:10,,,,pi,pi,pi,COMP,COMP,,,,,,
0:00:48,48.409,48409,00:00:48:10,0:00:49,48.828,48828,00:00:48:20,0:00:00,0.419,419,00:00:00:10,,,,kta:'wa'ya:'ni,k-ta:'-wa'-ya:'-n-i,k-ta:'-wa'-a:'-n,1SBJ.SG-COM-V.eat-IPFV-2OBJ-JNCT,1SBJ.SG-COM-V.eat-IPFV-2OBJ,,,,,,
0:00:49,48.828,48828,00:00:48:20,0:00:49,49.247,49247,00:00:49:06,0:00:00,0.419,419,00:00:00:10,,,,mintachala,min-tachala,min-tachala',2POSS-bean.tortilla,2POSS-bean.tortilla,,,,,,
0:00:49,49.247,49247,00:00:49:06,0:00:50,49.665,49665,00:00:49:16,0:00:00,0.418,418,00:00:00:10,,,,mat,mat,mat,QUOT,QUOT,,,,,,
0:00:50,49.665,49665,00:00:49:16,0:00:50,50.084,50084,00:00:50:02,0:00:00,0.419,419,00:00:00:10,,,,nawaniya',na-wa-ni-ya-',na-wan-ni-a:'-',FUT-V.say-DAT-IPFV-2SBJ.SG,FUT-V.say-DAT-IPFV-2SBJ.SG,,,,,,
0:00:50,50.084,50084,00:00:50:02,0:00:51,50.503,50503,00:00:50:12,0:00:00,0.419,419,00:00:00:10,,,,nali:paksa,na-li:-paks-a,na-li:-paks-a:'-',FUT-INS-V.heal-IPFV [2SBJ.SG PRES],FUT-INS-V.heal-IPFV-2SBJ.SG [PRES],,,,,,
0:00:51,50.503,50503,00:00:50:12,0:00:51,50.922,50922,00:00:50:23,0:00:00,0.419,419,00:00:00:10,,,,nawaniqo:'yá:'n,na-wa-ni-qo:'-yá:'-n,na-wan-ni-qo:'-a:'-n,FUT-V.say-DAT-3PL-IPFV-2OBJ,FUT-V.say-DAT-3PL-IPFV-2OBJ,,,,,,
0:00:51,50.922,50922,00:00:50:23,0:00:53,52.633,52633,00:00:52:15,0:00:02,1.711,1711,00:00:01:17,APG,"n pi nixli:ka:na xa', nipaksa xa',","pero esto no es cierto, no se cura con esto,",,,,,,,,,,,
0:00:51,50.922,50922,00:00:50:23,0:00:51,51.207,51207,00:00:51:05,0:00:00,0.285,285,00:00:00:07,,,,n,n,n,EPEN,EPEN,,,,,,
0:00:51,51.207,51207,00:00:51:05,0:00:51,51.492,51492,00:00:51:12,0:00:00,0.285,285,00:00:00:07,,,,pi,pi,pi,COMP,COMP,,,,,,
0:00:51,51.492,51492,00:00:51:12,0:00:52,51.777,51777,00:00:51:19,0:00:00,0.285,285,00:00:00:07,,,,nixli:ka:na,ni-xli:ka:na,ni-xli:ka:nah,ni-true,ni-true,,,,,,
0:00:52,51.777,51777,00:00:51:19,0:00:52,52.062,52062,00:00:52:01,0:00:00,0.285,285,00:00:00:07,,,,xa',xa',xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:00:52,52.062,52062,00:00:52:01,0:00:52,52.347,52347,00:00:52:08,0:00:00,0.285,285,00:00:00:07,,,,nipaksa,ni-paks-a,ni-paks-a:'-',NEG-V.heal-IPFV [2SBJ.SG PRES],NEG-V.heal-IPFV-2SBJ.SG [PRES],,,,,,
0:00:52,52.347,52347,00:00:52:08,0:00:53,52.633,52633,00:00:52:15,0:00:00,0.286,286,00:00:00:07,,,,xa',xa',xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:00:53,52.633,52633,00:00:52:15,0:00:56,55.84,55840,00:00:55:21,0:00:03,3.207,3207,00:00:03:05,APG,*porque** maqkatsi:ya:'wi kini nayi chu: skuja:'wi jka:tawa:'ni n pi,porque nosotras que trabajamos en el campo sabemos que,,,,,,,,,,,
0:00:53,52.633,52633,00:00:52:15,0:00:53,52.989,52989,00:00:52:24,0:00:00,0.356,356,00:00:00:08,,,,*porque**,porque,porque,INJT,INJT,,,,,,
0:00:53,52.989,52989,00:00:52:24,0:00:53,53.345,53345,00:00:53:08,0:00:00,0.356,356,00:00:00:08,,,,maqkatsi:ya:'wi,maqkatsi:-ya:'-w-i,maqkatsi:-a:'-'w,V.feel-IPFV-1SBJ.PL-JNCT [PRES],V.feel-IPFV-1SBJ.PL [PRES],,,,,,
0:00:53,53.345,53345,00:00:53:08,0:00:54,53.702,53702,00:00:53:17,0:00:00,0.357,357,00:00:00:08,,,,kini,kin-i,kin,PRN.1SBJ.PL-JNCT,PRN.1SBJ.PL,,,,,,
0:00:54,53.702,53702,00:00:53:17,0:00:54,54.058,54058,00:00:54:01,0:00:00,0.356,356,00:00:00:08,,,,nayi,nayi,nayi,as,as,,,,,,
0:00:54,54.058,54058,00:00:54:01,0:00:54,54.414,54414,00:00:54:10,0:00:00,0.356,356,00:00:00:08,,,,chu:,chu:,chu:,PTCL,PTCL,,,,,,
0:00:54,54.414,54414,00:00:54:10,0:00:55,54.771,54771,00:00:54:19,0:00:00,0.357,357,00:00:00:08,,,,skuja:'wi,skuj-a:'-w-i,skuj-a:'-'w,V.work-IPFV-1SBJ.PL-JNCT,V.work-IPFV-1SBJ.PL,,,,,,
0:00:55,54.771,54771,00:00:54:19,0:00:55,55.127,55127,00:00:55:03,0:00:00,0.356,356,00:00:00:08,,,,jka:tawa:'ni,j-ka:-tawá:'n-i,k-ka:-tawa:'n,LOC-PLC-plant-JNCT,LOC-PLC-plant,,,,,,
0:00:55,55.127,55127,00:00:55:03,0:00:55,55.483,55483,00:00:55:12,0:00:00,0.356,356,00:00:00:08,,,,n,n,n,EPEN,EPEN,,,,,,
0:00:55,55.483,55483,00:00:55:12,0:00:56,55.84,55840,00:00:55:21,0:00:00,0.357,357,00:00:00:08,,,,pi,pi,pi,COMP,COMP,,,,,,
0:00:56,55.84,55840,00:00:55:21,0:01:00,59.934,59934,00:00:59:23,0:00:04,4.094,4094,00:00:04:02,APG,kapala akxní wa: naki:ta:'tanuqlha' pus naki:lakxamaya nama:tsi'tsi:yá:'n.,en cualquier momento lo podemos encontrar y nos provocará granos en la piel.,,,,,,,,,,,
0:00:56,55.84,55840,00:00:55:21,0:00:56,56.424,56424,00:00:56:10,0:00:01,0.584,584,00:00:00:14,,,,kapala,kapala,kapalah,quick,quick,,,,,,
0:00:56,56.424,56424,00:00:56:10,0:00:57,57.009,57009,00:00:57:00,0:00:01,0.585,585,00:00:00:14,,,,akxní,akxní,akxní',when,when,,,,,,
0:00:57,57.009,57009,00:00:57:00,0:00:58,57.594,57594,00:00:57:14,0:00:01,0.585,585,00:00:00:14,,,,wa:,wa:,wa:,FOC,FOC,,,,,,
0:00:58,57.594,57594,00:00:57:14,0:00:58,58.179,58179,00:00:58:04,0:00:01,0.585,585,00:00:00:14,,,,naki:ta:'tanuqlha',na-ki:-ta:'-ta-nuqlh-a-',na-ki:-ta:'-ta-nuqlh-a:'-',FUT-RT-COM-INC-V.find-IPFV-2SBJ.SG [3OBJ],FUT-RT-COM-INC-V.find-IPFV-2SBJ.SG [3OBJ],,,,,,
0:00:58,58.179,58179,00:00:58:04,0:00:59,58.764,58764,00:00:58:19,0:00:01,0.585,585,00:00:00:14,,,,pus,pus,pus,INTJ,INTJ,,,,,,
0:00:59,58.764,58764,00:00:58:19,0:00:59,59.349,59349,00:00:59:08,0:00:01,0.585,585,00:00:00:14,,,,naki:lakxamaya,na-ki:-lak-xama-ya,na-ki:-lak-xama-a:'-',FUT-RT-PL-V.touch-IPFV [2SBJ.SN PRES],FUT-RT-PL-V.touch-IPFV-2SBJ.SN [PRES],,,,,,
0:00:59,59.349,59349,00:00:59:08,0:01:00,59.934,59934,00:00:59:23,0:00:01,0.585,585,00:00:00:14,,,,nama:tsi'tsi:yá:'n,na-ma:-tsi'tsi:-yá:'-n,na-ma:-tsi'tsi:-a:'-n,FUT-CAUS-V.pimple-IPFV-2OBJ [3SBJ.SG],FUT-CAUS-V.pimple-IPFV-2OBJ [3SBJ.SG],,,,,,
0:01:00,59.934,59934,00:00:59:23,0:01:02,61.59,61590,00:01:01:14,0:00:02,1.656,1656,00:00:01:16,ESP,Xli:ka:na xa na: n ti:,Es verdad,,,,,,,,,,,
0:01:00,59.934,59934,00:00:59:23,0:01:00,60.265,60265,00:01:00:06,0:00:00,0.331,331,00:00:00:08,,,,xli:ka:na,xli:ka:na,xli:ka:nah,true,true,,,,,,
0:01:00,60.265,60265,00:01:00:06,0:01:01,60.596,60596,00:01:00:14,0:00:00,0.331,331,00:00:00:08,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:01:01,60.596,60596,00:01:00:14,0:01:01,60.927,60927,00:01:00:23,0:00:00,0.331,331,00:00:00:08,,,,na:,na:,na:,aslo,also,,,,,,
0:01:01,60.927,60927,00:01:00:23,0:01:01,61.258,61258,00:01:01:06,0:00:00,0.331,331,00:00:00:08,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:01,61.258,61258,00:01:01:06,0:01:02,61.59,61590,00:01:01:14,0:00:00,0.332,332,00:00:00:08,,,,ti:,ti:,ti:,HREL,HREL,,,,,,
0:01:02,61.59,61590,00:01:01:14,0:01:04,63.824,63824,00:01:03:20,0:00:02,2.234,2234,00:00:02:05,ESP,li:chiwinama:'wi iyma: n taxa:'k luwa,"lo que estamos hablando, este taxa:'k",,,,,,,,,,,
0:01:02,61.59,61590,00:01:01:14,0:01:02,62.036,62036,00:01:02:00,0:00:00,0.446,446,00:00:00:11,,,,li:chiwinama:'wi,li:-chiwi:-na-ma:'-w-i,li:-chiwi:-nan-ma:'-'w,INS-V.talk-ANTIP-PROG-1SBJ.PL-JNCT,INS-V.talk-ANTIP-PROG-1SBJ.PL,,,,,,
0:01:02,62.036,62036,00:01:02:00,0:01:02,62.483,62483,00:01:02:12,0:00:00,0.447,447,00:00:00:11,,,,iyma:,iyma:,iyma:,DEM,DEM,,,,,,
0:01:02,62.483,62483,00:01:02:12,0:01:03,62.93,62930,00:01:02:23,0:00:00,0.447,447,00:00:00:11,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:03,62.93,62930,00:01:02:23,0:01:03,63.377,63377,00:01:03:09,0:00:00,0.447,447,00:00:00:11,,,,taxa:'k,taxa:'k,taxa:'k,Toxicodendron.radicans,Toxicodendron.radicans,,,,,,
0:01:03,63.377,63377,00:01:03:09,0:01:04,63.824,63824,00:01:03:20,0:00:00,0.447,447,00:00:00:11,,,,luwa,luwa,luwa,very,very,,,,,,
0:01:04,63.824,63824,00:01:03:20,0:01:08,67.949,67949,00:01:07:23,0:00:04,4.125,4125,00:00:04:03,ESP,"lu:xama:tsi'tsi:ná xa', á:watiya nama:laqatsiya:'ni xa wa: lapí luwa","es muy dañino, incluso te puede provocar hasta ceguera para quienes les provoca",,,,,,,,,,,
0:01:04,63.824,63824,00:01:03:20,0:01:04,64.339,64339,00:01:04:08,0:00:01,0.515,515,00:00:00:12,,,,lu:xama:tsi'tsi:ná,lu:-xa-ma:-tsi'tsi:-ná,lu:-xa-ma:-tsi'tsi:-na',INTNS-DEF-CAUS-V.pimple-DVB,INTNS-DEF-CAUS-V.pimple-DVB,,,,,,
0:01:04,64.339,64339,00:01:04:08,0:01:05,64.855,64855,00:01:04:21,0:00:01,0.516,516,00:00:00:12,,,,xa',xa',xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:01:05,64.855,64855,00:01:04:21,0:01:05,65.37,65370,00:01:05:09,0:00:01,0.515,515,00:00:00:12,,,,á:watiya,á:watiya,á:watiya',extremely,extremely,,,,,,
0:01:05,65.37,65370,00:01:05:09,0:01:06,65.886,65886,00:01:05:22,0:00:01,0.516,516,00:00:00:12,,,,nama:laqatsiya:'ni,na-ma:-laqatsi-ya:'-n-i,na-ma:-laqatsi-a:'-n,FUT-CAUS-V.blind-IPFV-2OBJ-JNCT [3SBJ.SG],FUT-CAUS-V.blind-IPFV-2OBJ [3SBJ.SG],,,,,,
0:01:06,65.886,65886,00:01:05:22,0:01:06,66.402,66402,00:01:06:10,0:00:01,0.516,516,00:00:00:12,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:01:06,66.402,66402,00:01:06:10,0:01:07,66.917,66917,00:01:06:22,0:00:01,0.515,515,00:00:00:12,,,,wa:,wa:,wa:,FOC,FOC,,,,,,
0:01:07,66.917,66917,00:01:06:22,0:01:07,67.433,67433,00:01:07:10,0:00:01,0.516,516,00:00:00:12,,,,lapí,lapí,lapí,if,if,,,,,,
0:01:07,67.433,67433,00:01:07:10,0:01:08,67.949,67949,00:01:07:23,0:00:01,0.516,516,00:00:00:12,,,,luwa,luwa,luwa,very,very,,,,,,
0:01:08,67.949,67949,00:01:07:23,0:01:10,70.496,70496,00:01:10:12,0:00:03,2.547,2547,00:00:02:13,ESP,"saqa:li:yá:'n, lantla kilhwámpa:'ti wixi n pi","alergias muy fuertes, como dices que",,,,,,,,,,,
0:01:08,67.949,67949,00:01:07:23,0:01:08,68.373,68373,00:01:08:09,0:00:00,0.424,424,00:00:00:10,,,,saqa:li:yá:'n,saqa:li:-yá:'-n,saqa:li:-a:'-n,V.hinder-IPFV-2OBJ [3SBJ.SG PRES],V.hinder-IPFV-2OBJ [3SBJ.SG PRES],,,,,,
0:01:08,68.373,68373,00:01:08:09,0:01:09,68.798,68798,00:01:08:19,0:00:00,0.425,425,00:00:00:10,,,,lantla,lantla,lantlah,like,like,,,,,,
0:01:09,68.798,68798,00:01:08:19,0:01:09,69.222,69222,00:01:09:05,0:00:00,0.424,424,00:00:00:10,,,,kilhwámpa:'ti,kilh-wám-pa:'-t-i,kilh.wan-pa:'-t,mouth-V.say-PROG.2SBJ-2SBJ.SG-JNCT,mouth-V.say-PROG.2SBJ-2SBJ.SG,,,,,,
0:01:09,69.222,69222,00:01:09:05,0:01:10,69.647,69647,00:01:09:16,0:00:00,0.425,425,00:00:00:10,,,,wixi,wix-i,wix,PRN.2SBJ.SG-JNCT,PRN.2SBJ.SG,,,,,,
0:01:10,69.647,69647,00:01:09:16,0:01:10,70.071,70071,00:01:10:01,0:00:00,0.424,424,00:00:00:10,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:10,70.071,70071,00:01:10:01,0:01:10,70.496,70496,00:01:10:12,0:00:00,0.425,425,00:00:00:10,,,,pi,pi,pi,COMP,COMP,,,,,,
0:01:10,70.496,70496,00:01:10:12,0:01:15,74.524,74524,00:01:14:13,0:00:04,4.028,4028,00:00:04:00,ESP,"mat ka nita:'wa minchú:w nawaniqo:'ya:'ni ma: n kilakna:nahnakán,","nuestras abuelas nos decían, seguramente no le convidaste de tus tacos,",,,,,,,,,,,
0:01:10,70.496,70496,00:01:10:12,0:01:11,70.999,70999,00:01:10:24,0:00:01,0.503,503,00:00:00:12,,,,mat,mat,mat,QUOT,QUOT,,,,,,
0:01:11,70.999,70999,00:01:10:24,0:01:12,71.503,71503,00:01:11:12,0:00:01,0.504,504,00:00:00:12,,,,ka,ka,kah,only,only,,,,,,
0:01:12,71.503,71503,00:01:11:12,0:01:12,72.006,72006,00:01:12:00,0:00:01,0.503,503,00:00:00:12,,,,nita:'wa,ni-ta:'-wa,ni-ta:'-wa'-',NEG-COM-V.eat [2SBJ.SG PFV],NEG-COM-V.eat-2SBJ.SG [PFV],,,,,,
0:01:12,72.006,72006,00:01:12:00,0:01:13,72.51,72510,00:01:12:12,0:00:01,0.504,504,00:00:00:12,,,,minchú:w,min-chú:w,min-chu:w,2POSS-tortilla,2POSS-tortilla,,,,,,
0:01:13,72.51,72510,00:01:12:12,0:01:13,73.013,73013,00:01:13:00,0:00:01,0.503,503,00:00:00:12,,,,nawaniqo:'ya:'ni,na-wa-ni-qo:'-ya:'-n-i,na-wan-ni-qo:'-a:'-n,FUT-V.say-DAT-3PL-IPFV-2OBJ-JNCT,FUT-V.say-DAT-3PL-IPFV-2OBJ,,,,,,
0:01:13,73.013,73013,00:01:13:00,0:01:14,73.517,73517,00:01:13:12,0:00:01,0.504,504,00:00:00:12,,,,ma:,ma:,ma:,TAG,TAG,,,,,,
0:01:14,73.517,73517,00:01:13:12,0:01:14,74.02,74020,00:01:14:00,0:00:01,0.503,503,00:00:00:12,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:14,74.02,74020,00:01:14:00,0:01:15,74.524,74524,00:01:14:13,0:00:01,0.504,504,00:00:00:12,,,,kilakna:nahnakán,ki-lak-na:nah-na-kán,ki-lak-na:nah-na-kan,1POSS-PL-grandmother-PL-PL.POSS,1POSS-PL-grandmother-PL-PL.POSS,,,,,,
0:01:15,74.524,74524,00:01:14:13,0:01:17,76.852,76852,00:01:16:21,0:00:02,2.328,2328,00:00:02:08,ESP,"kilakta:tahnakán, nixli:ka:na xla',","pero no es cierto,",,,,,,,,,,,
0:01:15,74.524,74524,00:01:14:13,0:01:15,75.3,75300,00:01:15:07,0:00:01,0.776,776,00:00:00:19,,,,kilakta:tahnakán,ki-lak-ta:tah-na-kán,ki-lak-ta:tah-na-kan,1POSS-PL-grandfather-PL-PL.POSS,1POSS-PL-grandfather-PL-PL.POSS,,,,,,
0:01:15,75.3,75300,00:01:15:07,0:01:16,76.076,76076,00:01:16:01,0:00:01,0.776,776,00:00:00:19,,,,nixli:ka:na,ni-xli:ka:na,ni-xli:ka:nah,ni-true,ni-true,,,,,,
0:01:16,76.076,76076,00:01:16:01,0:01:17,76.852,76852,00:01:16:21,0:00:01,0.776,776,00:00:00:19,,,,xla',xla',xla',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:01:17,76.852,76852,00:01:16:21,0:01:18,77.913,77913,00:01:17:22,0:00:01,1.061,1061,00:00:01:01,ESP,maski kinta:'wa,aunque,,,,,,,,,,,
0:01:17,76.852,76852,00:01:16:21,0:01:17,77.382,77382,00:01:17:09,0:00:01,0.53,530,00:00:00:13,,,,maski,maski,maski,although,although,,,,,,
0:01:17,77.382,77382,00:01:17:09,0:01:18,77.913,77913,00:01:17:22,0:00:01,0.531,531,00:00:00:13,,,,kinta:'wa,kin-ta:'-wa,kin-ta:'-wa',1OBJ-COM-V.eat [2SBJ.SG DAT PRES IPFV],1OBJ-COM-V.eat [2SBJ.SG DAT PRES IPFV],,,,,,
0:01:18,77.913,77913,00:01:17:22,0:01:21,80.524,80524,00:01:20:13,0:00:03,2.611,2611,00:00:02:15,ESP,"kta:'wa'ya:'ni n ki..., n..., mi..., n..., n kinchú:w pa: nawaniya n chu: pus",se le diga te convido de mis tacos pues,,,,,,,,,,,
0:01:18,77.913,77913,00:01:17:22,0:01:18,78.113,78113,00:01:18:02,0:00:00,0.2,200,00:00:00:05,,,,kta:'wa'ya:'ni,k-ta:'-wa'-ya:'-n-i,k-ta:'-wa'-a:'-n,1SBJ.SG-COM-V.eat-IPFV-2OBJ-JNCT,1SBJ.SG-COM-V.eat-IPFV-2OBJ,,,,,,
0:01:18,78.113,78113,00:01:18:02,0:01:18,78.314,78314,00:01:18:07,0:00:00,0.201,201,00:00:00:05,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:18,78.314,78314,00:01:18:07,0:01:19,78.515,78515,00:01:18:12,0:00:00,0.201,201,00:00:00:05,,,,"ki...,",ki-[FS],ki-[FS],1SBJ.SG-[FS],1SBJ.SG-[FS],,,,,,
0:01:19,78.515,78515,00:01:18:12,0:01:19,78.716,78716,00:01:18:17,0:00:00,0.201,201,00:00:00:05,,,,"n...,",#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
0:01:19,78.716,78716,00:01:18:17,0:01:19,78.917,78917,00:01:18:22,0:00:00,0.201,201,00:00:00:05,,,,"mi...,",mi-,mi-,2POSS-,2POSS-,,,,,,
0:01:19,78.917,78917,00:01:18:22,0:01:19,79.118,79118,00:01:19:02,0:00:00,0.201,201,00:00:00:05,,,,"n...,",#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
0:01:19,79.118,79118,00:01:19:02,0:01:19,79.318,79318,00:01:19:07,0:00:00,0.2,200,00:00:00:05,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:19,79.318,79318,00:01:19:07,0:01:20,79.519,79519,00:01:19:12,0:00:00,0.201,201,00:00:00:05,,,,kinchú:w,kin-chú:w,kin-chu:w,1POSS-tortilla,1POSS-tortilla,,,,,,
0:01:20,79.519,79519,00:01:19:12,0:01:20,79.72,79720,00:01:19:18,0:00:00,0.201,201,00:00:00:05,,,,pa:,pa:,pa:,Q,Q,,,,,,
0:01:20,79.72,79720,00:01:19:18,0:01:20,79.921,79921,00:01:19:23,0:00:00,0.201,201,00:00:00:05,,,,nawaniya,na-wa-ni-ya,na-wan-ni-a:'-',FUT-V.say-DAT-IPFV [2SBJ.SG],FUT-V.say-DAT-IPFV-2SBJ.SG,,,,,,
0:01:20,79.921,79921,00:01:19:23,0:01:20,80.122,80122,00:01:20:03,0:00:00,0.201,201,00:00:00:05,,,,n,n,n,EPEN,EPEN,,,,,,
0:01:20,80.122,80122,00:01:20:03,0:01:20,80.323,80323,00:01:20:08,0:00:00,0.201,201,00:00:00:05,,,,chu:,chu:,chu:,PTCL,PTCL,,,,,,
0:01:20,80.323,80323,00:01:20:08,0:01:21,80.524,80524,00:01:20:13,0:00:00,0.201,201,00:00:00:05,,,,pus,pus,pus,INTJ,INTJ,,,,,,
0:01:21,80.524,80524,00:01:20:13,0:01:22,82.211,82211,00:01:22:05,0:00:02,1.687,1687,00:00:01:17,ESP,nikatiqalhti:ni xa pus,"el no te responderá,",,,,,,,,,,,
0:01:21,80.524,80524,00:01:20:13,0:01:21,81.086,81086,00:01:21:02,0:00:01,0.562,562,00:00:00:14,,,,nikatiqalhti:ni,ni-ka-ti-qalhti:-n-i,ni-ka-ti-qalhti:-n,NEG-IRR-POT-V.respond-2OBJ-JNCT,NEG-IRR-POT-V.respond-2OBJ,,,,,,
0:01:21,81.086,81086,00:01:21:02,0:01:22,81.648,81648,00:01:21:16,0:00:01,0.562,562,00:00:00:14,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:01:22,81.648,81648,00:01:21:16,0:01:22,82.211,82211,00:01:22:05,0:00:01,0.563,563,00:00:00:14,,,,pus,pus,pus,INTJ,INTJ,,,,,,
0:01:22,82.211,82211,00:01:22:05,0:01:25,85.446,85446,00:01:25:11,0:00:03,3.235,3235,00:00:03:05,ESP,kawa xa n chu: ka chaná wa: xwanqo:'yi laqqo:lán xwanqo:'ní:'t.,era una creencia de los ancianos de la antigüedad.,,,,,,,,,,,
0:01:22,82.211,82211,00:01:22:05,0:01:23,82.534,82534,00:01:22:13,0:00:00,0.323,323,00:00:00:08,,,,kawa,kawa,kawa,only,only,,,,,,
0:01:23,82.534,82534,00:01:22:13,0:01:23,82.858,82858,00:01:22:21,0:00:00,0.324,324,00:00:00:08,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
